state,avg_rainfall_mm,river_level_m,elevation_m,distance_to_river_km,drainage_quality,soil_type,past_flood_events,flood_risk
Niger,152.0,8.35,193.9,11.55,Fair,Clay,0,Medium
Kwara,357.2,10.49,21.7,11.16,Good,Loamy,4,Medium
Niger,350.7,4.51,200.8,11.55,Fair,Loamy,5,Low
Niger,285.3,3.43,102.4,24.5,Good,Clay,3,Low
Anambra,135.1,5.48,364.6,3.57,Fair,Sandy,1,Low
Anambra,88.8,10.89,160.6,17.29,Poor,Sandy,4,Medium
Bayelsa,75.7,1.6,254.3,10.11,Good,Clay,2,Low
Rivers,287.1,8.62,344.4,12.84,Poor,Loamy,0,Low
Rivers,380.0,6.51,393.5,19.08,Good,Clay,1,Low
Kogi,393.3,3.19,202.5,4.02,Poor,Clay,2,Low
Rivers,235.4,4.87,183.4,19.11,Good,Clay,1,Low
Anambra,363.7,3.86,32.1,1.85,Poor,Loamy,3,Medium
Bayelsa,428.8,10.72,7.1,12.13,Poor,Clay,2,High
Bayelsa,160.1,6.56,244.3,18.58,Good,Loamy,5,Low
Niger,209.2,7.41,28.1,4.89,Good,Sandy,5,Low
Kwara,422.6,7.73,153.4,19.3,Fair,Loamy,4,Low
Kogi,185.3,8.22,3.4,4.25,Fair,Loamy,1,Medium
Niger,415.6,6.7,246.9,20.0,Good,Clay,5,Low
Kwara,442.4,1.69,171.3,11.78,Good,Sandy,5,Low
Rivers,314.7,5.01,52.6,17.15,Poor,Clay,4,High
Niger,376.8,3.43,120.0,22.94,Poor,Loamy,4,Medium
Jigawa,349.8,8.64,228.7,10.27,Fair,Loamy,5,Medium
Rivers,329.8,2.1,263.4,5.9,Fair,Clay,1,Low
Kwara,172.8,7.42,186.0,21.69,Fair,Sandy,1,Low
Kogi,72.8,3.71,322.0,4.12,Poor,Loamy,0,Low
Kwara,187.2,11.46,46.8,15.82,Poor,Loamy,0,Medium
Niger,316.8,5.02,35.6,23.09,Poor,Loamy,2,Medium
Niger,91.0,4.91,19.6,16.89,Fair,Sandy,2,Low
Lagos,54.8,11.2,215.3,4.97,Good,Clay,2,Medium
Kogi,105.9,5.88,283.1,3.89,Fair,Sandy,0,Low
Delta,336.3,11.61,53.9,6.38,Poor,Sandy,4,High
Rivers,439.1,1.75,256.3,9.85,Fair,Loamy,5,Medium
Bayelsa,443.2,4.72,191.8,4.06,Fair,Sandy,3,Low
Kogi,247.6,8.5,395.0,19.97,Fair,Loamy,3,Medium
Bayelsa,397.7,10.85,287.6,8.99,Fair,Sandy,5,Low
Kogi,344.7,4.19,263.7,23.41,Poor,Sandy,1,Low
Kogi,250.4,11.27,229.0,21.08,Fair,Clay,0,Low
Kwara,279.1,7.74,399.0,22.73,Poor,Sandy,1,Low
Kogi,104.9,9.91,392.2,7.43,Fair,Clay,3,Medium
Lagos,425.1,5.67,216.2,14.39,Poor,Loamy,1,Low
Delta,190.8,3.73,183.2,8.1,Good,Loamy,0,Low
Niger,228.5,11.07,185.9,6.5,Poor,Clay,0,High
Benue,318.7,11.3,172.5,15.22,Poor,Loamy,0,Low
Bayelsa,183.6,6.72,213.5,20.47,Good,Loamy,3,Low
Niger,151.7,1.57,110.9,2.43,Good,Sandy,0,Low
Benue,302.4,2.65,370.9,6.97,Good,Clay,2,Low
Delta,60.0,7.52,197.1,5.21,Good,Loamy,2,Low
Delta,338.3,1.75,337.1,19.98,Good,Clay,5,Low
Bayelsa,255.6,5.67,191.2,23.34,Good,Sandy,0,Low
Bayelsa,292.3,4.69,287.9,2.09,Fair,Loamy,2,Low
Delta,302.8,9.0,136.1,9.54,Fair,Loamy,0,Medium
Benue,260.8,2.08,250.7,22.87,Good,Clay,3,Low
Kogi,283.0,6.63,200.4,8.68,Poor,Loamy,2,Low
Rivers,323.5,7.58,148.1,17.85,Poor,Clay,3,High
Jigawa,351.2,7.98,352.9,2.61,Good,Loamy,2,Low
Niger,341.0,5.75,46.9,11.17,Fair,Sandy,4,Low
Kwara,397.8,4.7,195.8,12.63,Fair,Sandy,4,Low
Niger,125.8,8.67,79.4,18.97,Poor,Clay,5,High
Kwara,210.5,10.4,344.7,7.29,Good,Loamy,5,Medium
Benue,429.1,8.78,102.9,6.68,Fair,Loamy,5,High
Kwara,208.6,11.29,254.1,7.64,Good,Clay,3,Low
Bayelsa,99.9,9.03,67.9,13.94,Good,Sandy,2,Low
Rivers,260.2,9.53,163.2,21.91,Poor,Sandy,4,Medium
Rivers,93.8,3.26,359.9,20.79,Good,Sandy,0,Low
Bayelsa,131.1,5.91,68.1,1.54,Good,Clay,1,Low
Lagos,449.3,6.59,266.0,21.99,Poor,Sandy,4,Low
Benue,266.5,4.19,83.4,2.47,Fair,Clay,4,Medium
Lagos,163.6,7.05,167.5,10.44,Good,Sandy,0,Low
Lagos,447.9,4.55,217.2,19.16,Poor,Sandy,4,Low
Niger,436.6,8.72,231.8,2.13,Fair,Clay,4,Medium
Delta,226.3,6.44,241.8,1.11,Good,Loamy,4,Low
Niger,154.2,6.32,256.8,8.32,Fair,Loamy,5,Low
Delta,385.4,11.83,110.2,18.28,Poor,Loamy,5,High
Jigawa,336.2,5.62,161.7,13.09,Good,Sandy,2,Low
Kwara,324.8,5.3,16.9,10.48,Poor,Sandy,5,High
Delta,407.2,4.85,308.0,20.35,Poor,Loamy,4,Medium
Bayelsa,325.8,10.89,335.2,19.19,Good,Sandy,1,Low
Niger,163.5,6.72,81.3,19.67,Poor,Sandy,5,Medium
Benue,327.5,7.8,82.2,11.55,Fair,Loamy,2,Medium
Kwara,172.3,3.4,18.7,0.58,Poor,Clay,2,Medium
Jigawa,353.7,7.18,388.2,4.39,Good,Loamy,3,Low
Delta,297.9,4.38,323.3,18.56,Good,Loamy,4,Low
Jigawa,81.0,9.17,145.6,18.85,Fair,Clay,1,Medium
Benue,255.1,10.24,193.8,24.31,Good,Sandy,1,Low
Lagos,187.3,9.01,118.2,4.84,Poor,Loamy,3,Medium
Rivers,181.4,9.17,239.7,3.16,Poor,Loamy,1,Low
Benue,290.9,6.88,287.5,3.56,Good,Sandy,2,Low
Anambra,178.9,8.98,180.1,4.7,Fair,Sandy,0,Low
Benue,360.8,5.94,349.7,13.26,Fair,Clay,2,Low
Jigawa,78.3,8.34,207.8,24.38,Good,Sandy,5,Low
Bayelsa,314.2,4.22,59.4,14.78,Poor,Loamy,0,Low
Niger,373.7,2.23,249.7,13.11,Good,Sandy,1,Low
Bayelsa,319.1,5.84,186.0,16.87,Good,Sandy,4,Low
Jigawa,248.9,6.35,374.4,1.94,Fair,Clay,0,Low
Niger,430.1,4.19,158.0,20.4,Poor,Clay,2,Low
Anambra,170.0,9.14,162.3,16.21,Fair,Loamy,2,Low
Rivers,57.7,2.27,261.0,4.36,Fair,Loamy,5,Low
Kwara,222.8,3.84,211.7,15.8,Poor,Sandy,2,Low
Jigawa,63.2,9.36,151.0,14.95,Poor,Loamy,5,Medium
Delta,431.6,6.09,395.9,1.71,Poor,Loamy,2,Low
Jigawa,134.0,8.91,122.3,6.75,Good,Sandy,3,Medium
Jigawa,365.6,7.46,112.5,9.83,Poor,Sandy,1,Low
Niger,359.8,11.48,346.0,6.2,Good,Sandy,4,Low
Kogi,137.1,7.78,3.3,6.15,Fair,Clay,5,High
Benue,298.5,1.66,82.1,14.37,Poor,Clay,3,Medium
Kogi,69.2,5.21,237.0,11.82,Good,Sandy,1,Low
Anambra,243.4,3.0,66.7,16.72,Good,Clay,5,Medium
Delta,55.9,11.21,394.3,23.91,Good,Clay,0,Low
Rivers,418.5,2.59,186.7,16.55,Good,Clay,3,Low
Lagos,440.4,5.57,239.8,14.59,Fair,Loamy,5,Low
Anambra,138.9,3.87,65.8,21.2,Poor,Sandy,3,Low
Lagos,133.2,10.39,117.2,15.84,Poor,Sandy,3,High
Lagos,351.5,4.74,246.6,4.22,Poor,Loamy,3,Low
Rivers,151.4,11.91,220.7,7.94,Poor,Clay,0,Low
Bayelsa,408.0,1.91,314.2,18.36,Poor,Sandy,2,Low
Kogi,279.6,2.85,109.2,18.49,Poor,Clay,3,Medium
Jigawa,190.3,3.86,262.1,24.68,Good,Loamy,1,Low
Kwara,383.1,10.02,117.8,15.71,Poor,Clay,2,High
Lagos,247.4,10.72,235.5,22.5,Good,Loamy,0,Low
Delta,414.7,2.25,242.8,1.46,Fair,Loamy,4,Low
Anambra,421.2,1.84,50.5,14.2,Good,Clay,0,Low
Bayelsa,116.2,9.32,220.4,23.0,Fair,Clay,4,Medium
Lagos,50.9,2.9,6.8,7.25,Poor,Sandy,1,Low
Bayelsa,443.6,2.9,201.5,3.96,Fair,Loamy,4,Low
Bayelsa,412.5,1.73,279.6,8.83,Fair,Clay,5,Medium
Lagos,72.2,2.02,31.0,19.83,Good,Clay,3,Medium
Niger,383.2,4.27,375.6,2.21,Good,Sandy,2,Low
Benue,233.1,2.18,184.6,15.05,Fair,Sandy,5,Low
Delta,153.6,5.37,375.5,3.48,Fair,Sandy,2,Low
Jigawa,401.5,10.24,44.7,10.94,Poor,Loamy,3,High
Jigawa,128.7,4.93,380.1,24.15,Good,Sandy,2,Low
Delta,428.9,9.14,45.5,4.96,Fair,Loamy,0,Low
Niger,132.2,2.49,185.7,0.95,Good,Sandy,3,Low
Jigawa,295.5,8.42,375.3,10.74,Poor,Loamy,3,Medium
Bayelsa,139.2,4.83,94.6,14.48,Poor,Sandy,2,Low
Rivers,268.3,9.37,15.8,7.51,Fair,Loamy,5,High
Anambra,323.6,2.93,317.7,13.59,Poor,Sandy,4,Low
Kogi,126.1,10.93,239.2,23.84,Fair,Sandy,1,Low
Jigawa,258.4,4.05,206.5,7.86,Good,Clay,4,Low
Delta,237.6,5.21,15.7,7.8,Good,Loamy,0,Low
Rivers,78.4,11.48,262.0,12.12,Fair,Clay,3,Medium
Lagos,377.3,7.57,70.3,12.93,Fair,Loamy,3,Medium
Benue,184.3,5.34,372.6,0.13,Fair,Clay,0,Low
Delta,279.8,11.47,274.9,15.44,Good,Sandy,1,Low
Bayelsa,255.9,4.96,283.4,24.93,Good,Clay,3,Low
Benue,255.3,2.5,94.6,7.37,Poor,Sandy,4,Medium
Anambra,92.9,11.97,352.5,15.81,Poor,Loamy,0,Low
Anambra,219.4,4.31,216.0,0.22,Good,Sandy,3,Low
Niger,230.9,10.44,343.1,15.15,Good,Clay,4,Low
Kwara,343.5,3.24,109.8,11.23,Fair,Loamy,0,Low
Niger,386.0,9.18,302.7,13.3,Good,Clay,0,Low
Rivers,268.0,7.01,230.7,13.64,Good,Sandy,0,Low
Benue,84.7,11.8,21.3,4.51,Poor,Sandy,1,Medium
Kwara,144.7,7.3,163.3,19.27,Poor,Clay,0,Low
Lagos,116.0,1.76,75.2,13.93,Fair,Loamy,5,Medium
Bayelsa,99.8,7.84,145.0,6.83,Poor,Clay,2,High
Benue,196.4,3.03,154.6,23.44,Fair,Sandy,2,Low
Niger,141.8,9.88,191.0,0.42,Good,Loamy,0,Low
Kogi,137.3,10.49,240.9,18.18,Good,Clay,3,Low
Kwara,71.9,6.56,229.2,9.59,Fair,Sandy,2,Low
Kwara,57.1,9.72,17.5,13.11,Poor,Loamy,4,High
Bayelsa,91.1,3.02,300.8,7.36,Poor,Clay,4,Medium
Jigawa,118.9,6.67,379.8,8.1,Good,Loamy,3,Low
Anambra,222.4,5.64,140.8,0.48,Poor,Sandy,4,Medium
Anambra,254.2,7.92,73.5,18.27,Fair,Clay,5,High
Kogi,106.2,1.97,216.9,17.8,Good,Clay,3,Low
Rivers,219.9,9.4,282.6,16.39,Poor,Sandy,4,Medium
Rivers,186.7,2.33,272.2,21.96,Good,Sandy,0,Low
Lagos,123.4,8.39,245.6,22.54,Good,Sandy,4,Low
Benue,52.7,1.69,60.2,13.96,Poor,Clay,0,Medium
Delta,236.8,10.23,335.1,17.15,Fair,Sandy,4,Low
Jigawa,324.3,3.33,171.4,0.37,Poor,Clay,4,Medium
Niger,140.5,6.91,90.1,21.17,Poor,Clay,4,High
Delta,102.7,4.25,36.3,20.43,Poor,Loamy,0,Medium
Delta,404.8,9.09,167.9,0.6,Poor,Sandy,4,Medium
Kwara,160.0,4.87,248.0,13.62,Poor,Sandy,4,Low
Kogi,139.4,9.11,266.8,22.68,Poor,Loamy,5,Medium
Anambra,392.8,4.49,385.2,4.62,Fair,Clay,1,Low
Lagos,376.8,9.4,63.0,8.88,Good,Clay,0,Medium
Rivers,229.3,1.82,394.3,8.34,Fair,Clay,5,Medium
Kogi,245.7,4.47,262.6,8.96,Poor,Sandy,2,Low
Kwara,137.1,6.74,182.8,1.14,Fair,Clay,3,Low
Niger,81.3,1.97,355.5,7.05,Good,Loamy,1,Low
Lagos,279.4,3.45,278.4,7.44,Fair,Clay,5,Medium
Kwara,89.3,11.31,140.8,21.66,Poor,Sandy,5,High
Anambra,229.7,11.76,353.9,8.87,Good,Sandy,4,Low
Anambra,426.2,9.27,267.3,11.24,Poor,Clay,2,Medium
Anambra,431.1,4.15,280.1,9.58,Poor,Clay,2,Low
Kogi,145.7,4.24,358.8,3.1,Good,Sandy,4,Low
Kogi,299.6,8.28,180.5,24.76,Good,Clay,5,Medium
Rivers,239.6,2.73,263.4,20.66,Poor,Loamy,5,Medium
Rivers,400.3,11.46,298.4,13.57,Fair,Sandy,4,Low
Niger,158.6,3.86,182.7,11.96,Good,Clay,1,Low
Lagos,51.5,12.0,35.2,16.27,Fair,Clay,0,Medium
Bayelsa,115.0,6.71,309.0,8.23,Fair,Clay,1,Low
Bayelsa,189.8,9.6,21.0,1.35,Good,Loamy,0,Medium
Kwara,176.3,1.52,287.7,10.17,Fair,Sandy,2,Low
Anambra,366.5,10.83,364.5,24.6,Good,Loamy,3,Low
Lagos,322.2,4.34,140.1,4.64,Good,Clay,4,Medium
Delta,169.8,8.51,42.6,13.24,Good,Loamy,1,Low
Kogi,233.1,9.97,94.7,0.31,Good,Clay,2,High
Benue,88.2,3.22,225.8,3.14,Fair,Clay,1,Low
Jigawa,409.3,6.15,377.2,14.72,Fair,Sandy,5,Low
Niger,424.2,6.69,205.9,7.51,Good,Sandy,0,Low
Anambra,441.9,4.78,46.9,22.65,Good,Clay,4,Low
Anambra,397.4,6.56,251.9,10.21,Good,Clay,5,Low
Anambra,119.6,4.83,293.7,5.28,Good,Clay,0,Low
Kogi,68.5,5.29,158.5,13.69,Poor,Sandy,5,Low
Kogi,281.8,8.53,289.2,19.89,Fair,Sandy,0,Low
Jigawa,415.0,8.14,131.3,0.58,Fair,Clay,0,Medium
Delta,120.9,3.94,316.1,12.69,Good,Sandy,5,Low
Lagos,52.8,10.92,137.7,19.36,Poor,Clay,2,High
Anambra,372.2,10.56,103.9,2.68,Poor,Loamy,4,High
Bayelsa,80.7,6.85,351.9,22.58,Poor,Sandy,3,Low
Rivers,215.5,6.05,220.3,6.69,Good,Clay,1,Low
Bayelsa,321.6,5.46,115.5,4.35,Poor,Loamy,0,Low
Kwara,144.7,8.93,374.2,14.77,Good,Clay,4,Medium
Bayelsa,83.6,8.55,277.0,4.46,Poor,Loamy,1,Medium
Kwara,358.0,3.56,89.8,17.02,Good,Sandy,4,Low
Benue,302.1,8.55,246.6,12.3,Good,Sandy,5,Low
Rivers,445.4,4.15,348.4,2.84,Fair,Clay,1,Low
Bayelsa,187.7,1.69,279.1,22.82,Good,Sandy,4,Low
Benue,74.7,8.84,99.4,16.86,Poor,Sandy,3,Medium
Niger,343.7,8.27,260.2,13.7,Fair,Loamy,4,Low
Lagos,258.7,5.81,248.4,9.42,Poor,Sandy,4,Low
Benue,135.3,7.02,328.7,3.46,Good,Loamy,0,Low
Lagos,362.7,11.45,72.9,17.72,Fair,Loamy,0,Low
Bayelsa,131.5,7.75,280.5,20.36,Good,Loamy,0,Low
Delta,154.3,8.41,12.9,3.23,Good,Sandy,5,Medium
Benue,87.0,2.17,279.1,12.41,Poor,Clay,4,Medium
Rivers,209.8,3.24,384.3,12.17,Poor,Clay,3,Medium
Bayelsa,217.6,4.66,71.4,8.81,Poor,Sandy,1,Low
Anambra,255.8,7.16,125.9,19.75,Fair,Loamy,0,Low
Kogi,333.6,9.65,234.0,2.58,Poor,Sandy,2,Low
Benue,412.4,4.87,293.5,5.2,Good,Clay,4,Low
Rivers,105.1,5.24,139.1,0.14,Fair,Loamy,3,Medium
Niger,71.7,4.19,266.4,9.39,Poor,Sandy,3,Low
Anambra,57.4,4.17,359.9,7.35,Poor,Loamy,0,Low
Niger,107.4,11.46,291.2,21.69,Poor,Loamy,5,High
Bayelsa,313.2,8.17,285.0,18.67,Good,Clay,0,Low
Kogi,341.0,3.14,154.0,2.2,Poor,Loamy,5,Low
Benue,364.6,9.08,364.7,18.55,Good,Sandy,2,Low
Benue,147.5,9.08,112.4,16.92,Fair,Loamy,2,Medium
Delta,172.4,8.5,83.7,7.11,Poor,Loamy,0,Medium
Delta,243.3,2.91,147.0,0.48,Good,Sandy,1,Low
Bayelsa,75.3,5.78,260.8,2.97,Poor,Clay,0,Low
Bayelsa,294.5,2.62,344.9,6.32,Poor,Clay,0,Medium
Kogi,443.5,10.07,54.6,20.43,Fair,Sandy,3,Medium
Delta,194.3,8.38,325.9,11.69,Fair,Loamy,0,Low
Rivers,351.1,6.83,325.5,22.97,Good,Sandy,0,Low
Rivers,250.0,5.1,235.6,19.75,Good,Sandy,0,Low
Kogi,101.1,3.43,304.7,7.25,Good,Sandy,1,Low
Rivers,282.9,2.62,74.4,21.15,Fair,Clay,3,Medium
Kwara,169.9,11.68,69.5,3.01,Good,Loamy,4,High
Lagos,63.8,3.6,345.4,1.0,Fair,Sandy,4,Low
Kogi,304.0,2.13,200.3,15.25,Fair,Clay,4,Medium
Kogi,393.6,11.6,99.9,8.61,Poor,Clay,4,High
Jigawa,187.9,7.26,276.1,8.3,Poor,Loamy,3,Low
Anambra,206.1,9.86,357.0,17.21,Good,Sandy,0,Low
Anambra,406.4,1.96,253.7,21.27,Fair,Loamy,4,Low
Kwara,375.4,7.45,140.2,8.12,Fair,Sandy,0,Low
Delta,336.0,5.68,194.3,8.19,Fair,Clay,4,Medium
Bayelsa,149.5,9.61,301.4,13.39,Poor,Clay,1,Low
Bayelsa,414.1,1.9,28.9,16.36,Fair,Loamy,0,Low
Niger,111.8,5.72,88.4,5.15,Good,Sandy,3,Low
Kwara,300.7,9.89,186.1,22.83,Good,Loamy,5,Low
Kogi,61.5,6.99,242.5,16.39,Poor,Sandy,1,Low
Kwara,307.5,7.28,137.0,15.67,Good,Loamy,5,Low
Kwara,160.9,2.52,120.8,22.61,Fair,Clay,1,Low
Kwara,229.9,2.89,18.5,22.69,Fair,Loamy,3,Low
Anambra,188.1,8.61,15.0,3.48,Good,Sandy,1,Low
Kwara,119.1,8.59,112.9,3.71,Poor,Loamy,0,Medium
Lagos,298.8,11.78,213.1,19.07,Fair,Sandy,2,Low
Bayelsa,402.8,8.98,223.4,23.93,Fair,Loamy,2,Low
Niger,433.6,6.68,198.6,16.7,Poor,Sandy,4,Low
Lagos,126.9,10.5,165.1,10.34,Fair,Sandy,4,Low
Niger,336.9,2.6,102.4,17.12,Good,Sandy,0,Low
Jigawa,315.7,6.22,161.5,5.8,Good,Loamy,3,Low
Niger,187.4,4.51,57.2,24.95,Poor,Loamy,0,Low
Bayelsa,57.6,2.6,47.9,10.83,Poor,Clay,4,High
Bayelsa,325.9,9.52,121.4,23.3,Good,Sandy,1,Low
Kwara,428.2,6.86,398.1,10.83,Poor,Clay,5,Medium
Benue,302.8,7.35,131.9,23.21,Good,Clay,0,Low
Jigawa,224.1,5.82,374.7,8.46,Poor,Sandy,0,Low
Kogi,260.1,6.33,158.1,19.04,Good,Clay,3,Low
Rivers,129.9,2.72,176.7,23.78,Fair,Loamy,4,Low
Niger,350.2,8.57,319.2,16.18,Fair,Clay,0,Low
Benue,348.6,6.04,39.3,16.97,Good,Loamy,1,Low
Kwara,108.2,10.08,74.6,2.66,Fair,Sandy,5,Medium
Anambra,401.2,3.56,389.6,11.91,Good,Sandy,1,Low
Kogi,157.7,3.65,203.4,22.18,Poor,Sandy,2,Low
Delta,442.9,8.28,19.6,6.1,Fair,Clay,4,High
Benue,203.2,10.38,20.9,19.73,Fair,Sandy,1,Medium
Anambra,121.2,6.46,363.1,16.93,Fair,Sandy,3,Low
Jigawa,190.7,9.13,349.6,5.65,Good,Loamy,5,Low
Kwara,226.1,11.99,184.4,7.14,Fair,Clay,4,Medium
Kogi,77.7,11.9,67.0,10.75,Poor,Clay,1,High
Kogi,281.3,9.32,332.5,3.22,Fair,Sandy,0,Low
Kogi,289.1,9.27,131.2,22.84,Poor,Clay,4,High
Jigawa,345.6,4.1,168.8,18.51,Fair,Sandy,1,Low
Niger,61.7,10.25,273.6,9.19,Fair,Loamy,0,Low
Delta,266.5,5.75,142.7,7.56,Poor,Clay,2,Medium
Jigawa,71.2,11.6,252.2,17.27,Fair,Clay,5,Medium
Rivers,330.5,2.35,354.3,10.66,Poor,Loamy,4,Low
Delta,72.3,6.08,319.4,5.81,Poor,Clay,4,Medium
Bayelsa,414.7,7.34,153.9,10.81,Poor,Sandy,1,Low
Kwara,330.8,5.75,116.6,21.8,Fair,Clay,2,Medium
Jigawa,253.0,3.71,115.6,1.81,Fair,Clay,3,Medium
Anambra,226.6,7.73,140.7,9.27,Poor,Loamy,1,High
Delta,102.3,9.44,198.4,24.06,Fair,Loamy,1,Low
Rivers,166.4,8.27,167.8,0.47,Good,Sandy,3,Low
Bayelsa,397.6,3.96,54.9,22.28,Poor,Clay,3,Medium
Niger,411.8,9.18,67.1,9.43,Poor,Clay,3,High
Anambra,50.3,4.2,138.5,4.82,Good,Loamy,5,Low
Delta,287.7,3.34,225.7,0.47,Good,Sandy,3,Low
Kwara,337.7,8.75,237.9,1.86,Poor,Clay,3,High
Anambra,297.5,10.35,195.5,4.38,Good,Sandy,0,Low
Bayelsa,82.7,6.56,296.0,0.73,Poor,Clay,0,Low
Anambra,137.1,7.08,295.4,8.46,Fair,Loamy,3,Low
Lagos,150.1,4.68,172.2,1.22,Good,Loamy,5,Low
Benue,382.7,6.69,51.5,17.34,Poor,Loamy,5,Medium
Niger,235.3,2.89,213.0,20.49,Poor,Loamy,2,Low
Bayelsa,244.7,11.54,153.8,22.2,Poor,Loamy,5,High
Anambra,424.0,9.9,56.9,13.77,Good,Loamy,2,Medium
Benue,304.8,8.51,392.8,23.67,Fair,Sandy,3,Low
Benue,409.5,7.15,149.2,0.24,Fair,Loamy,5,High
Anambra,232.6,9.82,251.1,3.44,Good,Sandy,0,Low
Kwara,109.8,6.69,197.1,7.4,Poor,Loamy,2,Low
Lagos,422.0,4.65,58.8,19.75,Poor,Clay,0,Medium
Jigawa,233.5,3.18,24.1,22.15,Poor,Clay,1,Medium
Lagos,122.7,8.3,251.1,15.49,Good,Clay,0,Low
Anambra,171.0,11.26,100.3,9.64,Good,Sandy,3,Low
Niger,70.3,3.11,99.0,16.68,Poor,Loamy,5,High
Jigawa,237.3,3.39,382.9,4.6,Poor,Sandy,5,Low
Bayelsa,391.3,6.05,185.8,11.5,Poor,Loamy,4,Medium
Lagos,423.4,9.97,13.7,12.74,Good,Clay,3,High
Anambra,423.0,4.59,137.3,2.71,Good,Sandy,1,Low
Lagos,100.1,4.17,234.6,0.94,Fair,Loamy,5,Medium
Jigawa,202.8,8.01,132.8,18.78,Poor,Sandy,0,Low
Rivers,61.3,7.12,12.7,13.41,Poor,Sandy,2,Low
Delta,392.1,2.13,178.8,8.37,Fair,Clay,3,Low
Lagos,193.5,2.36,44.2,10.99,Poor,Clay,5,High
Bayelsa,302.4,8.25,248.4,23.95,Fair,Clay,2,Medium
Bayelsa,336.0,6.38,248.6,9.68,Good,Clay,0,Low
Kogi,221.9,11.7,17.0,2.68,Fair,Clay,5,High
Lagos,172.6,8.62,117.7,11.64,Fair,Loamy,1,Medium
Delta,434.9,1.61,166.6,16.24,Good,Loamy,3,Low
Kwara,435.8,6.55,221.0,0.4,Poor,Clay,2,Medium
Benue,165.8,5.85,119.8,8.38,Fair,Clay,5,High
Delta,241.9,2.62,116.5,9.9,Fair,Clay,3,Medium
Benue,439.1,11.19,393.2,11.65,Poor,Sandy,5,Medium
Benue,51.9,9.95,18.7,7.61,Fair,Clay,3,High
Rivers,215.1,3.92,395.6,16.71,Good,Loamy,2,Low
Kogi,90.2,4.19,21.0,23.62,Fair,Loamy,1,Low
Delta,253.7,1.84,116.8,22.86,Poor,Sandy,3,Medium
Delta,59.9,4.62,198.5,16.64,Poor,Loamy,1,Low
Rivers,212.8,7.64,59.0,12.72,Fair,Clay,1,Medium
Lagos,138.3,5.92,55.7,20.66,Poor,Sandy,0,Low
Lagos,263.3,11.68,104.0,20.91,Poor,Sandy,5,Medium
Lagos,448.4,2.09,389.5,20.76,Fair,Loamy,2,Low
Niger,370.2,7.71,153.3,4.03,Fair,Clay,0,Low
Benue,388.3,10.51,227.3,0.73,Poor,Clay,4,High
Niger,304.1,6.55,282.3,24.58,Fair,Clay,5,Low
Kogi,66.6,1.53,297.4,24.0,Good,Sandy,0,Low
Rivers,132.7,4.05,275.8,14.15,Fair,Loamy,3,Low
Delta,420.0,4.9,136.1,24.83,Poor,Loamy,3,Low
Benue,196.4,11.64,46.5,19.29,Good,Loamy,3,Medium
Niger,91.5,11.07,114.1,12.98,Poor,Clay,4,High
Niger,331.0,11.47,85.7,9.79,Poor,Sandy,1,Medium
Anambra,169.8,10.17,56.2,14.86,Good,Sandy,3,Low
Niger,157.5,5.19,11.7,12.94,Fair,Loamy,5,Medium
Kwara,449.2,11.01,374.4,24.85,Poor,Loamy,5,High
Delta,393.3,11.81,368.6,12.31,Fair,Sandy,0,Low
Kwara,213.2,5.18,22.1,20.91,Fair,Loamy,1,Low
Delta,442.1,4.24,70.9,20.36,Good,Sandy,0,Low
Rivers,310.0,7.24,57.5,1.88,Poor,Sandy,0,Medium
Delta,346.8,3.47,113.9,2.27,Good,Loamy,3,Low
Kwara,62.6,1.84,83.2,16.53,Good,Sandy,0,Low
Delta,98.6,11.43,378.4,6.55,Poor,Sandy,4,Low
Rivers,303.2,11.22,35.5,16.47,Poor,Loamy,5,High
Rivers,409.6,3.21,86.2,3.7,Good,Loamy,5,Low
Kogi,299.5,5.78,34.1,9.99,Good,Loamy,5,Low
Delta,103.6,10.23,392.2,2.65,Good,Sandy,1,Low
Anambra,96.3,8.44,367.5,7.12,Poor,Loamy,3,Medium
Lagos,387.7,5.65,287.2,2.3,Poor,Loamy,3,Medium
Bayelsa,105.7,9.31,171.5,24.27,Good,Sandy,0,Low
Rivers,258.1,10.92,77.7,9.94,Poor,Sandy,0,Medium
Jigawa,64.8,11.22,90.2,22.54,Poor,Loamy,2,High
Lagos,82.3,5.48,178.3,24.28,Poor,Loamy,2,Low
Benue,318.9,3.32,307.8,22.75,Fair,Sandy,3,Low
Delta,325.7,11.08,107.4,11.43,Fair,Sandy,3,Medium
Kwara,186.6,2.47,125.7,19.49,Good,Clay,0,Low
Bayelsa,136.2,9.08,240.8,3.93,Fair,Sandy,4,Low
Jigawa,375.5,2.98,96.6,2.46,Good,Sandy,4,Low
Lagos,136.8,5.59,234.5,21.93,Good,Clay,5,Medium
Delta,266.8,5.82,156.1,0.87,Poor,Loamy,0,Low
Kogi,437.3,3.17,15.7,24.31,Good,Clay,2,Medium
Benue,109.1,11.19,162.3,16.84,Good,Sandy,2,Low
Bayelsa,426.4,1.53,368.0,10.55,Good,Clay,4,Low
Anambra,123.2,10.88,118.7,3.62,Good,Clay,3,Medium
Kogi,277.0,10.78,130.5,18.11,Poor,Clay,0,High
Jigawa,200.8,4.83,28.2,14.12,Poor,Clay,5,High
Bayelsa,436.0,8.89,246.8,17.81,Good,Clay,5,Medium
Kogi,159.4,4.15,340.0,10.51,Fair,Clay,3,Low
